pax_load_factor,ssr_total,minimum_turn_minutes,carrier,transfer_to_checked_ratio,difficulty_class,predicted_difficulty,difficulty_score
1.0921052631578947,2,34,EXPRESS,2.75,Medium,Medium,0.25037597792640776
1.18,1,29,EXPRESS,1.8181818181818181,Difficult,Easy,0.2702518694375101
1.06,1,29,EXPRESS,1.619047619047619,Easy,Easy,0.23751077570342427
1.118421052631579,3,39,EXPRESS,2.6923076923076925,Easy,Medium,0.2765913550478607
1.2590361445783131,8,51,MAINLINE,6.071428571428571,Easy,Difficult,0.43117903176529077
1.2428571428571429,2,34,EXPRESS,2.75,Medium,Medium,0.3174439466725652
1.72,4,29,EXPRESS,2.4615384615384617,Difficult,Difficult,0.5419707910884668
1.119047619047619,1,43,MAINLINE,7.125,Easy,Difficult,0.429529155013176
1.28,5,29,EXPRESS,2.125,Medium,Medium,0.1846767276407632
1.3743016759776536,8,56,MAINLINE,0.13157894736842105,Easy,Medium,0.26888832852330785
0.96,2,29,EXPRESS,0.8636363636363636,Medium,Easy,0.24602246925691976
1.0657894736842106,1,34,EXPRESS,5.2727272727272725,Medium,Medium,0.28600260621402496
1.25,4,87,MAINLINE,0.4527363184079602,Easy,Difficult,0.36739967696385456
1.165,3,62,MAINLINE,1.425531914893617,Difficult,Difficult,0.37345154685526133
0.42,3,29,EXPRESS,0.38461538461538464,Difficult,Difficult,0.4053500237414494
1.2,4,68,MAINLINE,0.14285714285714285,Difficult,Easy,0.2350981228769324
1.12,1,29,EXPRESS,1.35,Difficult,Easy,0.2745748413293586
0.96,1,29,EXPRESS,1.3333333333333333,Difficult,Easy,0.26112546775320744
1.0,1,29,EXPRESS,0.3333333333333333,Medium,Easy,0.2612064754008336
1.04,2,29,EXPRESS,0.59375,Medium,Easy,0.24074595083633474
0.8571428571428571,2,34,EXPRESS,0.2608695652173913,Easy,Medium,0.19559132761916337
1.4,1,29,EXPRESS,0.631578947368421,Difficult,Easy,0.2109750351535986
0.9868421052631579,2,34,EXPRESS,2.125,Medium,Medium,0.24662690222140587
1.0394736842105263,2,34,EXPRESS,1.6111111111111112,Difficult,Medium,0.2557594497277528
1.0789473684210527,1,34,EXPRESS,0.96,Easy,Medium,0.23024104954724342
0.98,2,29,EXPRESS,1.3125,Medium,Easy,0.2495321251713247
1.2108433734939759,3,65,MAINLINE,0.2714285714285714,Difficult,Medium,0.335225158984357
1.0263157894736843,1,34,EXPRESS,0.56,Medium,Medium,0.21447727249681672
0.9473684210526315,2,34,EXPRESS,0.8260869565217391,Medium,Medium,0.21669552635930733
1.18,1,62,MAINLINE,0.8043478260869565,Medium,Medium,0.3302514770602473
1.1204819277108433,7,51,MAINLINE,4.782608695652174,Medium,Difficult,0.4221529174232243
1.18,2,29,EXPRESS,2.3333333333333335,Difficult,Easy,0.2684020433109497
1.04,1,29,EXPRESS,2.8181818181818183,Difficult,Easy,0.2673175199564234
0.8,2,29,EXPRESS,3.6666666666666665,Difficult,Difficult,0.42108582694010255
1.1675977653631284,5,56,MAINLINE,1.7941176470588236,Difficult,Difficult,0.41418237057158447
0.9473684210526315,3,42,EXPRESS,4.125,Difficult,Difficult,0.39318953364085035
1.1111111111111112,1,43,MAINLINE,1.2321428571428572,Difficult,Difficult,0.358030592679204
0.66,1,29,EXPRESS,1.6153846153846154,Easy,Easy,0.35841415681616073
0.9126984126984127,3,43,MAINLINE,1.1851851851851851,Difficult,Difficult,0.40861082078818883
0.92,3,29,EXPRESS,0.8823529411764706,Medium,Easy,0.2656721068568282
1.16,2,29,EXPRESS,0.5217391304347826,Difficult,Easy,0.28115372078605283
1.1452991452991452,2,66,MAINLINE,0.4956521739130435,Difficult,Difficult,0.4166755112375952
1.105263157894737,2,39,EXPRESS,0.29411764705882354,Easy,Medium,0.17235987452571672
1.2266666666666666,1,46,MAINLINE,1.0769230769230769,Medium,Medium,0.3275571360184172
1.355,3,62,MAINLINE,1.3695652173913044,Easy,Medium,0.31594389777848275
1.0,1,34,EXPRESS,2.625,Medium,Medium,0.23840857887948122
1.1,2,29,EXPRESS,1.1379310344827587,Medium,Easy,0.2677079993678309
1.06,5,29,EXPRESS,0.9375,Difficult,Easy,0.2923828686824093
1.16,2,29,EXPRESS,8.25,Medium,Easy,0.2615727771345078
1.0873015873015872,1,43,MAINLINE,0.45614035087719296,Medium,Medium,0.3374155140232713
0.98,2,29,EXPRESS,1.3333333333333333,Easy,Easy,0.25380131883935236
1.1731843575418994,2,56,MAINLINE,0.8157894736842105,Difficult,Medium,0.3674832015747445
0.9866666666666667,4,46,MAINLINE,3.75,Difficult,Difficult,0.39321396606567866
1.0789473684210527,5,34,EXPRESS,5.0,Easy,Medium,0.2519631410412431
1.06,2,62,MAINLINE,0.7848101265822784,Difficult,Difficult,0.3697244105845007
0.9497206703910615,4,56,MAINLINE,5.809523809523809,Easy,Difficult,0.44551529678798174
1.0394736842105263,2,34,EXPRESS,1.5833333333333333,Difficult,Medium,0.25658334614061085
1.119047619047619,6,43,MAINLINE,7.714285714285714,Difficult,Difficult,0.4521641527142637
0.98,1,29,EXPRESS,13.0,Difficult,Easy,0.2779501441521858
0.9868421052631579,2,42,EXPRESS,0.35294117647058826,Medium,Medium,0.19807568277264315
1.2,1,29,EXPRESS,0.6206896551724138,Easy,Easy,0.25545463234005694
1.0903614457831325,2,51,MAINLINE,0.6911764705882353,Medium,Medium,0.33502573679497416
1.0,11,46,MAINLINE,3.6296296296296298,Medium,Difficult,0.4349231960862512
1.08,2,29,EXPRESS,6.4,Difficult,Easy,0.27836396912993416
0.9210526315789473,3,34,EXPRESS,3.0714285714285716,Easy,Medium,0.2607330483410303
1.036144578313253,1,60,MAINLINE,0.5714285714285714,Medium,Medium,0.3153789380607297
0.7857142857142857,5,34,EXPRESS,5.571428571428571,Easy,Easy,0.22909627578737962
1.08,1,29,EXPRESS,3.090909090909091,Medium,Easy,0.25671321633514577
0.8100558659217877,2,56,MAINLINE,0.1875,Easy,Easy,0.2644316008597072
1.0164609053497942,2,150,MAINLINE,1.6428571428571428,Medium,Difficult,0.5792675785868513
0.9776536312849162,2,56,MAINLINE,4.769230769230769,Medium,Difficult,0.4294451039979536
0.9342105263157895,2,34,EXPRESS,3.8333333333333335,Difficult,Medium,0.2897248918956881
0.9428571428571428,2,34,EXPRESS,0.7419354838709677,Medium,Medium,0.22049092568779366
0.7222222222222222,3,66,MAINLINE,1.0476190476190477,Difficult,Difficult,0.5215498400274413
0.64,1,110,MAINLINE,0.18421052631578946,Easy,Easy,0.19124158666316063
1.1590909090909092,4,56,MAINLINE,1.1041666666666667,Difficult,Difficult,0.39775392417058136
1.1899441340782122,11,56,MAINLINE,0.7840909090909091,Medium,Medium,0.40275880513959905
1.0,6,110,MAINLINE,6.071428571428571,Difficult,Difficult,0.7100786715389411
0.4365079365079365,1,43,MAINLINE,2.272727272727273,Easy,Easy,0.26655481377575097
1.1069182389937107,7,155,MAINLINE,0.581081081081081,Difficult,Difficult,0.6070381259343228
0.9603174603174603,3,43,MAINLINE,0.2926829268292683,Easy,Easy,0.30693336639846386
0.9605263157894737,1,34,EXPRESS,22.5,Difficult,Medium,0.35958524434935246
0.4444444444444444,1,43,MAINLINE,24.0,Difficult,Difficult,0.4633864316118705
1.02,2,29,EXPRESS,2.1538461538461537,Difficult,Easy,0.2520937900233496
1.0726256983240223,1,64,MAINLINE,0.39622641509433965,Difficult,Difficult,0.3859715792097891
1.08,3,29,EXPRESS,1.3333333333333333,Difficult,Easy,0.27835958221365076
0.9819277108433735,1,57,MAINLINE,0.2916666666666667,Medium,Medium,0.2836086298405266
1.013157894736842,2,34,EXPRESS,0.8571428571428571,Easy,Medium,0.22103101109213175
0.5139664804469274,1,62,MAINLINE,0.10416666666666667,Medium,Medium,0.22799555675466085
0.8313253012048193,1,51,MAINLINE,2.933333333333333,Difficult,Difficult,0.4084681863660096
1.1446540880503144,8,155,MAINLINE,1.7047619047619047,Difficult,Difficult,0.6465468474135639
0.06,2,29,EXPRESS,0.42857142857142855,Easy,Easy,0.1526704088027226
1.253968253968254,3,43,MAINLINE,0.6931818181818182,Difficult,Medium,0.30722638167121674
0.9939759036144579,1,51,MAINLINE,0.2631578947368421,Medium,Medium,0.3075094305824482
0.9342105263157895,2,34,EXPRESS,0.6956521739130435,Difficult,Medium,0.2324705263723465
1.0285714285714285,2,34,EXPRESS,2.6923076923076925,Easy,Medium,0.24690401133491913
1.0857142857142856,1,34,EXPRESS,1.5,Easy,Medium,0.2640215140068429
1.011173184357542,4,56,MAINLINE,1.0535714285714286,Medium,Difficult,0.38492366584511195
0.8650793650793651,1,43,MAINLINE,4.625,Difficult,Difficult,0.43310962484267324
1.1731843575418994,5,56,MAINLINE,1.8928571428571428,Medium,Difficult,0.41147240792398226
1.1729559748427674,7,100,MAINLINE,2.109090909090909,Difficult,Difficult,0.6638462107075611
1.0476190476190477,4,43,MAINLINE,1.0,Easy,Difficult,0.37730825669933143
1.223463687150838,3,56,MAINLINE,0.30927835051546393,Medium,Medium,0.3161415023374464
0.8636363636363636,3,75,MAINLINE,3.1714285714285713,Medium,Difficult,0.47460776243708325
0.98,2,29,EXPRESS,10.333333333333334,Difficult,Easy,0.2975395729586828
1.1787709497206704,3,56,MAINLINE,0.6883116883116883,Difficult,Medium,0.33220740841685675
1.1324786324786325,2,66,MAINLINE,0.6741573033707865,Difficult,Difficult,0.43703573067020346
1.2035928143712575,3,145,MAINLINE,0.696078431372549,Medium,Difficult,0.4087865663658339
0.9,3,29,EXPRESS,1.875,Easy,Easy,0.22131814786621784
1.1604938271604939,3,150,MAINLINE,3.186046511627907,Difficult,Difficult,0.632365618836749
1.3373493975903614,5,51,MAINLINE,1.96,Difficult,Difficult,0.4125640081798958
0.88,1,29,EXPRESS,0.0,Difficult,Easy,0.333951178175934
1.18,2,46,MAINLINE,0.9464285714285714,Difficult,Medium,0.34720851089494253
0.9605263157894737,1,34,EXPRESS,3.875,Easy,Medium,0.28195786695430947
1.1144578313253013,3,51,MAINLINE,4.2,Medium,Difficult,0.3980019020702452
1.1396648044692737,1,56,MAINLINE,0.5972222222222222,Easy,Medium,0.32318098754024777
0.7206703910614525,2,56,MAINLINE,0.75,Medium,Easy,0.27771164334946463
1.1,1,29,EXPRESS,0.0,Easy,Easy,0.32566274477245455
1.380952380952381,3,43,MAINLINE,1.6285714285714286,Difficult,Medium,0.3430632318436115
1.3575418994413408,5,70,MAINLINE,0.046875,Medium,Medium,0.2098285102601456
1.463855421686747,1,51,MAINLINE,0.4457831325301205,Medium,Medium,0.23247646358353208
1.253968253968254,1,43,MAINLINE,6.923076923076923,Medium,Difficult,0.4073643416062053
1.0568181818181819,2,122,MAINLINE,1.7796610169491525,Easy,Difficult,0.5416109389697781
1.3333333333333333,3,46,MAINLINE,0.6301369863013698,Medium,Medium,0.26591534717778104
1.1590909090909092,9,56,MAINLINE,0.5147058823529411,Difficult,Difficult,0.4249078718516614
1.441340782122905,4,56,MAINLINE,0.9285714285714286,Medium,Medium,0.2963962690844199
0.720125786163522,1,155,MAINLINE,0.9122807017543859,Medium,Medium,0.33011721916922676
1.1325301204819278,27,65,MAINLINE,0.45038167938931295,Difficult,Difficult,0.5813428229246004
1.2066666666666668,2,60,MAINLINE,0.4943820224719101,Medium,Medium,0.31141731490493807
1.007936507936508,1,51,MAINLINE,16.2,Medium,Difficult,0.4687028975531076
1.1,1,29,EXPRESS,10.666666666666666,Medium,Easy,0.2668705292391369
0.64,1,29,EXPRESS,0.0,Difficult,Difficult,0.4904589276633403
1.2619047619047619,3,43,MAINLINE,0.17045454545454544,Medium,Medium,0.24224692387305144
0.868421052631579,3,34,EXPRESS,0.9090909090909091,Easy,Easy,0.22089887704407338
1.0,2,43,MAINLINE,0.34782608695652173,Easy,Medium,0.30195942924842084
1.2530120481927711,3,51,MAINLINE,0.6170212765957447,Difficult,Medium,0.3349056714267852
0.9733333333333334,4,46,MAINLINE,2.375,Medium,Difficult,0.39534700317413596
1.11,9,62,MAINLINE,0.08695652173913043,Easy,Easy,0.2757528417849366
1.0317460317460319,2,43,MAINLINE,0.5517241379310345,Difficult,Medium,0.3242172134350252
0.26,1,29,EXPRESS,0.0,Difficult,Difficult,0.46258045294954314
0.8100558659217877,6,56,MAINLINE,7.25,Difficult,Difficult,0.4869533685503359
1.1031746031746033,6,52,MAINLINE,0.4482758620689655,Difficult,Medium,0.36709841283690436
1.1173184357541899,1,56,MAINLINE,0.7906976744186046,Difficult,Difficult,0.36812001404383754
0.72,2,29,EXPRESS,2.0,Medium,Easy,0.3402274006444109
1.1823899371069182,6,88,MAINLINE,1.7282608695652173,Easy,Difficult,0.4409761943377485
0.753968253968254,1,43,MAINLINE,4.454545454545454,Difficult,Difficult,0.4262792795677767
0.7486033519553073,6,56,MAINLINE,0.696969696969697,Medium,Medium,0.324021363566641
0.82,1,29,EXPRESS,2.8,Medium,Easy,0.24995441038355598
0.6428571428571429,6,43,MAINLINE,0.21428571428571427,Easy,Easy,0.30667670459241764
0.88268156424581,3,56,MAINLINE,0.4084507042253521,Medium,Medium,0.3285316950097532
1.18,1,68,MAINLINE,0.1375,Easy,Easy,0.17884201069668046
1.1385542168674698,5,65,MAINLINE,2.4705882352941178,Difficult,Difficult,0.48682689316445477
1.1079545454545454,5,64,MAINLINE,0.4794520547945205,Difficult,Difficult,0.3869015702834084
1.028301886792453,5,155,MAINLINE,1.9428571428571428,Difficult,Difficult,0.5905828176038886
0.9078947368421053,1,39,EXPRESS,1.6666666666666667,Easy,Medium,0.26765431455922584
0.8157894736842105,1,34,EXPRESS,2.4285714285714284,Medium,Medium,0.23029535949941102
0.84,1,29,EXPRESS,9.0,Easy,Easy,0.2750309594687242
1.2236842105263157,1,34,EXPRESS,0.0,Difficult,Easy,0.22099750484046282
1.0,3,75,MAINLINE,4.633333333333334,Medium,Difficult,0.47124590787814924
0.9711934156378601,7,155,MAINLINE,1.2075471698113207,Difficult,Difficult,0.6857886934447838
1.0,2,34,EXPRESS,0.8695652173913043,Easy,Medium,0.2190662072816913
1.2771084337349397,1,51,MAINLINE,0.0847457627118644,Easy,Medium,0.21687255886082024
0.8547486033519553,3,56,MAINLINE,1.9,Easy,Difficult,0.4164160940785604
1.4342105263157894,1,34,EXPRESS,0.5172413793103449,Easy,Easy,0.2379006559564872
0.8975903614457831,3,51,MAINLINE,0.37209302325581395,Medium,Easy,0.3266154279552041
0.88,1,29,EXPRESS,4.25,Easy,Easy,0.26068127250365275
1.16,2,46,MAINLINE,6.384615384615385,Difficult,Difficult,0.3911628790640352
0.9776536312849162,4,56,MAINLINE,0.7931034482758621,Difficult,Difficult,0.3817805608592973
1.0,6,150,MAINLINE,2.0576923076923075,Difficult,Difficult,0.6545012389965117
1.005586592178771,4,56,MAINLINE,1.7714285714285714,Easy,Difficult,0.3952642275754754
1.0670391061452513,3,56,MAINLINE,1.744186046511628,Difficult,Difficult,0.3952100962957919
0.7486033519553073,4,62,MAINLINE,0.17543859649122806,Medium,Easy,0.25808846382771716
1.119047619047619,2,43,MAINLINE,1.9545454545454546,Difficult,Difficult,0.37536229351506745
1.605,4,68,MAINLINE,0.0,Difficult,Medium,0.36954212245618967
0.7547169811320755,4,155,MAINLINE,2.196969696969697,Medium,Difficult,0.4435874901696993
0.9578313253012049,2,51,MAINLINE,2.1363636363636362,Difficult,Difficult,0.4112328120577017
1.0857142857142856,1,34,EXPRESS,2.5454545454545454,Difficult,Medium,0.2568543805840702
1.0391061452513966,3,56,MAINLINE,0.7058823529411765,Medium,Medium,0.33906874755858996
1.205,12,62,MAINLINE,1.2641509433962264,Easy,Difficult,0.43448958280913985
1.16,2,62,MAINLINE,0.5084745762711864,Easy,Medium,0.3149380649204534
0.9,1,33,EXPRESS,7.6,Difficult,Medium,0.36435442838492255
1.0555555555555556,6,43,MAINLINE,1.0444444444444445,Difficult,Difficult,0.4508685053345014
0.86,2,29,EXPRESS,25.0,Difficult,Easy,0.28036790019323565
0.7650602409638554,1,51,MAINLINE,5.5,Easy,Difficult,0.47047460550269365
0.5269461077844312,3,145,MAINLINE,0.390625,Difficult,Difficult,0.573860448501534
1.2564102564102564,2,66,MAINLINE,0.4594594594594595,Difficult,Difficult,0.4016012971750585
1.2067039106145252,3,56,MAINLINE,2.0,Difficult,Difficult,0.38243987675521895
0.98,1,29,EXPRESS,0.4444444444444444,Medium,Easy,0.2727377882995139
0.9832402234636871,4,56,MAINLINE,4.235294117647059,Easy,Difficult,0.4078936614109615
1.0,2,39,EXPRESS,2.6666666666666665,Medium,Medium,0.2673637583853186
0.6984126984126984,1,43,MAINLINE,9.666666666666666,Medium,Difficult,0.48045736073906237
1.1620111731843576,3,64,MAINLINE,4.8,Difficult,Difficult,0.4434457281985436
1.1666666666666667,6,43,MAINLINE,11.9,Medium,Difficult,0.4642808014647639
1.050314465408805,4,155,MAINLINE,0.424,Difficult,Difficult,0.6011758156374116
1.118421052631579,2,34,EXPRESS,1.7857142857142858,Difficult,Medium,0.27520105346439566
1.0,2,62,MAINLINE,0.5087719298245614,Medium,Medium,0.3214869641903466
1.2108433734939759,3,65,MAINLINE,1.32,Medium,Difficult,0.43915473304501906
1.0,2,29,EXPRESS,2.4444444444444446,Easy,Easy,0.24417457396843772
1.115,7,70,MAINLINE,0.8507462686567164,Medium,Difficult,0.4167096648710412
1.2435897435897436,4,66,MAINLINE,0.08080808080808081,Easy,Easy,0.2768830804108443
1.0394736842105263,2,42,EXPRESS,0.3125,Medium,Medium,0.17249111267814787
1.1508379888268156,4,56,MAINLINE,0.3484848484848485,Medium,Medium,0.3337001110281326
1.0,2,29,EXPRESS,3.25,Easy,Easy,0.24031117949258557
0.8855421686746988,3,51,MAINLINE,0.6285714285714286,Difficult,Medium,0.3253116074946471
1.1173184357541899,1,56,MAINLINE,0.22950819672131148,Easy,Medium,0.2835417455863723
1.0837988826815643,4,56,MAINLINE,0.6447368421052632,Difficult,Difficult,0.36014745956436056
1.1855345911949686,4,155,MAINLINE,0.5620437956204379,Medium,Difficult,0.39000407052515285
1.06,5,29,EXPRESS,2.625,Easy,Easy,0.18183264974835173
1.11,3,62,MAINLINE,0.2916666666666667,Easy,Medium,0.2809823647584682
1.355,3,62,MAINLINE,1.511111111111111,Easy,Medium,0.32397056395257184
0.96,1,29,EXPRESS,4.5,Difficult,Easy,0.26470834259596976
1.126984126984127,3,43,MAINLINE,1.0714285714285714,Medium,Medium,0.35569536738536733
1.1163522012578617,10,155,MAINLINE,1.103896103896104,Difficult,Difficult,0.6689229153002176
0.94,3,29,EXPRESS,1.9166666666666667,Easy,Easy,0.22214623467721423
1.1325301204819278,1,51,MAINLINE,0.5,Difficult,Medium,0.32327331821851
1.2333333333333334,6,46,MAINLINE,4.45,Medium,Difficult,0.41400530908513605
1.1731843575418994,3,56,MAINLINE,0.35714285714285715,Difficult,Medium,0.32573485465460555
1.108433734939759,3,51,MAINLINE,3.6,Easy,Difficult,0.3946640964277488
1.3492063492063493,4,43,MAINLINE,1.7586206896551724,Difficult,Difficult,0.3915066788417954
1.0285714285714285,3,42,EXPRESS,1.3125,Easy,Medium,0.2760807459879225
0.9036144578313253,3,114,MAINLINE,34.0,Medium,Difficult,0.5774089469467688
1.216867469879518,2,51,MAINLINE,7.5,Medium,Difficult,0.42906643471056904
1.271604938271605,1,150,MAINLINE,1.2727272727272727,Difficult,Difficult,0.5999933516173952
0.8253968253968254,1,43,MAINLINE,6.5,Medium,Difficult,0.4396154629915578
0.7631578947368421,2,34,EXPRESS,10.333333333333334,Easy,Difficult,0.356510679651223
1.441340782122905,3,62,MAINLINE,0.06593406593406594,Difficult,Medium,0.16196693050507957
1.217877094972067,11,56,MAINLINE,0.6559139784946236,Medium,Medium,0.41696274112208237
